country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","14-02-2026 12:00:00",22.627847,88.380669,NO2,43,197,118
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","14-02-2026 12:00:00",22.5448082,88.3403691,PM2.5,74,294,156
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","14-02-2026 12:00:00",22.5448082,88.3403691,PM10,99,314,157
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","14-02-2026 12:00:00",22.5448082,88.3403691,NO2,46,95,67
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","14-02-2026 12:00:00",26.6879226,88.4152495,OZONE,32,120,68
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","14-02-2026 12:00:00",17.72,83.3,NH3,3,4,4
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","14-02-2026 12:00:00",17.72,83.3,CO,14,72,49
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","14-02-2026 12:00:00",27.103358,93.679645,PM2.5,43,380,198
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","14-02-2026 12:00:00",27.103358,93.679645,CO,20,68,27
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","14-02-2026 12:00:00",26.071318,91.87488,PM10,66,118,88
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","14-02-2026 12:00:00",26.10887,91.589544,SO2,7,24,11
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","14-02-2026 12:00:00",26.187500,91.744194,NH3,1,1,1
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","14-02-2026 12:00:00",26.187500,91.744194,SO2,26,54,38
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","14-02-2026 12:00:00",26.187500,91.744194,CO,20,88,34
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","14-02-2026 12:00:00",25.265194,87.012947,CO,66,82,74
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","14-02-2026 12:00:00",25.204762,85.514960,NH3,5,5,5
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","14-02-2026 12:00:00",25.204762,85.514960,SO2,9,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","14-02-2026 12:00:00",25.567520,83.966379,PM2.5,47,100,70
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","14-02-2026 12:00:00",25.567520,83.966379,PM10,43,102,68
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","14-02-2026 12:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","14-02-2026 12:00:00",25.567520,83.966379,SO2,10,40,26
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","14-02-2026 12:00:00",25.7808257,84.7446768,NH3,6,11,8
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","14-02-2026 12:00:00",24.7955,84.9994,CO,42,100,46
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","14-02-2026 12:00:00",25.859655,85.77944,PM2.5,38,85,57
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","14-02-2026 12:00:00",24.952822,84.002396,PM2.5,10,38,17
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","14-02-2026 12:00:00",24.952822,84.002396,CO,36,101,50
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","14-02-2026 12:00:00",26.2271665,84.3570427,NO2,2,2,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","14-02-2026 12:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","14-02-2026 12:00:00",26.2271665,84.3570427,SO2,6,7,7
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","14-02-2026 12:00:00",30.735567,76.775714,NH3,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","14-02-2026 12:00:00",30.735567,76.775714,SO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","14-02-2026 12:00:00",30.735567,76.775714,CO,20,118,22
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","14-02-2026 12:00:00",13.67,79.35,SO2,6,21,9
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","14-02-2026 12:00:00",13.67,79.35,OZONE,10,57,22
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","14-02-2026 12:00:00",13.615387,79.409230,PM10,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","14-02-2026 12:00:00",13.615387,79.409230,NO2,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","14-02-2026 12:00:00",13.615387,79.409230,CO,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","14-02-2026 12:00:00",16.536107,80.594233,CO,32,41,40
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","14-02-2026 12:00:00",16.486692,80.699436,NO2,17,19,17
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","14-02-2026 12:00:00",16.486692,80.699436,SO2,14,19,16
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","14-02-2026 12:00:00",16.509717,80.612222,NO2,8,70,48
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","14-02-2026 12:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","14-02-2026 12:00:00",26.63086,84.90051,OZONE,3,8,4
India,Bihar,Munger,"Town Hall, Munger - BSPCB","14-02-2026 12:00:00",25.376776,86.471523,OZONE,8,12,10
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","14-02-2026 12:00:00",26.11442,85.39813,NH3,5,13,9
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","14-02-2026 12:00:00",26.1403345,85.3650192,PM10,59,70,64
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","14-02-2026 12:00:00",26.1403345,85.3650192,NH3,4,5,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","14-02-2026 12:00:00",25.586562,85.043586,NO2,NA,NA,NA
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","14-02-2026 12:00:00",25.586562,85.043586,CO,NA,NA,NA
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","14-02-2026 12:00:00",24.762518,84.982348,CO,10,45,31
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","14-02-2026 12:00:00",25.697189,85.245900,NH3,17,23,21
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","14-02-2026 12:00:00",25.560083,87.553265,NH3,1,1,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","14-02-2026 12:00:00",25.560083,87.553265,OZONE,6,45,13
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","14-02-2026 12:00:00",26.0881305,87.93840336,PM10,51,84,65
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","14-02-2026 12:00:00",26.0881305,87.93840336,CO,16,23,18
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","14-02-2026 12:00:00",27.308328,84.531742,NO2,4,9,5
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","14-02-2026 12:00:00",25.5626095,84.663264,NO2,5,8,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","14-02-2026 12:00:00",25.5626095,84.663264,SO2,4,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","14-02-2026 12:00:00",25.5626095,84.663264,CO,38,63,54
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","14-02-2026 12:00:00",24.75746,84.366208,NH3,1,2,2
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","14-02-2026 12:00:00",25.42742023,86.13886079,SO2,22,26,24
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","14-02-2026 12:00:00",26.80365,84.51954,NH3,1,1,1
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","14-02-2026 12:00:00",25.251013,86.989001,PM10,29,82,46
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","14-02-2026 12:00:00",25.610369,85.132568,PM2.5,NA,NA,NA
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","14-02-2026 12:00:00",25.599486,85.113666,NO2,13,56,25
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","14-02-2026 12:00:00",25.599486,85.113666,NH3,1,2,2
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","14-02-2026 12:00:00",25.599486,85.113666,SO2,1,8,4
India,Bihar,Patna,"Samanpura, Patna - BSPCB","14-02-2026 12:00:00",25.596727,85.085624,PM2.5,43,99,74
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","14-02-2026 12:00:00",25.366336,87.117468,PM10,51,73,62
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","14-02-2026 12:00:00",25.03280,85.41948,PM10,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","14-02-2026 12:00:00",26.446912,91.439057,PM2.5,98,197,142
India,Assam,Silchar,"Tarapur, Silchar - PCBA","14-02-2026 12:00:00",24.82827,92.79525,NH3,1,2,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","14-02-2026 12:00:00",24.82827,92.79525,OZONE,2,6,2
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","14-02-2026 12:00:00",26.987634,94.636574,PM10,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","14-02-2026 12:00:00",26.146529,87.454184,PM2.5,25,137,75
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","14-02-2026 12:00:00",26.146529,87.454184,SO2,18,65,40
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","14-02-2026 12:00:00",16.5150833,80.5181667,PM10,82,318,160
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","14-02-2026 12:00:00",13.204880,79.097889,CO,28,54,38
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","14-02-2026 12:00:00",16.9872867,81.7363176,PM2.5,67,166,106
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","14-02-2026 12:00:00",30.735567,76.775714,OZONE,5,147,79
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","14-02-2026 12:00:00",21.194815,81.314770,PM2.5,18,45,35
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","14-02-2026 12:00:00",21.194815,81.314770,PM10,43,84,65
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","14-02-2026 12:00:00",21.194815,81.314770,NO2,35,50,42
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","14-02-2026 12:00:00",21.194815,81.314770,NH3,1,2,2
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","14-02-2026 12:00:00",21.194815,81.314770,OZONE,3,44,6
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","14-02-2026 12:00:00",21.185571,81.343175,NO2,10,11,11
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","14-02-2026 12:00:00",21.224231,81.408350,OZONE,4,16,9
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","14-02-2026 12:00:00",22.08815,82.13737,CO,28,117,38
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","14-02-2026 12:00:00",22.118125,83.140608,SO2,2,68,20
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","14-02-2026 12:00:00",28.636429,77.201067,NH3,5,12,8
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","14-02-2026 12:00:00",28.636429,77.201067,OZONE,16,169,31
India,Delhi,Delhi,"Mundka, Delhi - DPCC","14-02-2026 12:00:00",28.684678,77.076574,PM2.5,60,480,268
India,Delhi,Delhi,"Mundka, Delhi - DPCC","14-02-2026 12:00:00",28.684678,77.076574,NH3,9,15,11
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","14-02-2026 12:00:00",28.60909,77.0325413,PM10,72,209,143
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","14-02-2026 12:00:00",28.60909,77.0325413,SO2,9,22,15
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","14-02-2026 12:00:00",28.570173,76.933762,PM10,52,142,89
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","14-02-2026 12:00:00",28.570173,76.933762,CO,2,107,31
India,Delhi,Delhi,"Narela, Delhi - DPCC","14-02-2026 12:00:00",28.822836,77.101981,NO2,16,72,38
India,Delhi,Delhi,"Narela, Delhi - DPCC","14-02-2026 12:00:00",28.822836,77.101981,CO,38,77,52
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","14-02-2026 12:00:00",28.567890,77.250515,SO2,5,110,22
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","14-02-2026 12:00:00",28.567890,77.250515,OZONE,2,120,10
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","14-02-2026 12:00:00",21.258815,81.578979,PM10,44,178,94
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","14-02-2026 12:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","14-02-2026 12:00:00",21.371751,81.664929,PM10,42,165,99
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","14-02-2026 12:00:00",21.371751,81.664929,SO2,3,4,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","14-02-2026 12:00:00",21.371751,81.664929,CO,34,36,35
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","14-02-2026 12:00:00",22.06631475,83.33820077,NO2,29,95,65
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","14-02-2026 12:00:00",22.06631475,83.33820077,CO,19,46,32
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","14-02-2026 12:00:00",22.06631475,83.33820077,OZONE,8,108,27
India,Delhi,Delhi,"Alipur, Delhi - DPCC","14-02-2026 12:00:00",28.815329,77.153010,PM2.5,50,359,237
India,Delhi,Delhi,"Alipur, Delhi - DPCC","14-02-2026 12:00:00",28.815329,77.153010,NO2,23,107,65
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","14-02-2026 12:00:00",28.563262,77.186937,NO2,18,120,58
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","14-02-2026 12:00:00",28.563262,77.186937,CO,45,137,94
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","14-02-2026 12:00:00",28.563262,77.186937,OZONE,8,104,15
India,Delhi,Delhi,"Rohini, Delhi - DPCC","14-02-2026 12:00:00",28.732528,77.119920,PM2.5,65,444,262
India,Delhi,Delhi,"Rohini, Delhi - DPCC","14-02-2026 12:00:00",28.732528,77.119920,PM10,102,500,262
India,Delhi,Delhi,"Rohini, Delhi - DPCC","14-02-2026 12:00:00",28.732528,77.119920,NO2,13,100,53
India,Delhi,Delhi,"Rohini, Delhi - DPCC","14-02-2026 12:00:00",28.732528,77.119920,OZONE,6,153,16
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","14-02-2026 12:00:00",28.6514781,77.1473105,NO2,57,165,97
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","14-02-2026 12:00:00",28.6514781,77.1473105,OZONE,8,57,17
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","14-02-2026 12:00:00",28.5504249,77.2159377,NO2,26,38,32
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","14-02-2026 12:00:00",28.710508,77.249485,CO,70,124,111
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","14-02-2026 12:00:00",28.6573814,77.1585447,NO2,47,114,77
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","14-02-2026 12:00:00",28.623763,77.287209,PM2.5,63,353,227
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","14-02-2026 12:00:00",28.623763,77.287209,NO2,14,86,54
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","14-02-2026 12:00:00",28.623763,77.287209,NH3,6,9,7
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","14-02-2026 12:00:00",28.674045,77.131023,PM2.5,42,371,237
India,Delhi,Delhi,"Pusa, Delhi - IMD","14-02-2026 12:00:00",28.636110,77.173332,PM2.5,52,313,183
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","14-02-2026 12:00:00",28.656756,77.227234,OZONE,2,143,26
India,Delhi,Delhi,"DTU, Delhi - CPCB","14-02-2026 12:00:00",28.7500499,77.1112615,PM2.5,46,361,208
India,Delhi,Delhi,"DTU, Delhi - CPCB","14-02-2026 12:00:00",28.7500499,77.1112615,CO,12,52,42
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","14-02-2026 12:00:00",28.498571,77.264840,NH3,7,9,8
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","14-02-2026 12:00:00",28.5627763,77.1180053,PM2.5,37,333,147
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","14-02-2026 12:00:00",22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","14-02-2026 12:00:00",22.348441,82.549611,CO,11,54,26
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","14-02-2026 12:00:00",22.126650,83.483212,PM10,65,169,117
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","14-02-2026 12:00:00",28.732820,77.170633,NH3,13,44,33
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","14-02-2026 12:00:00",28.611281,77.237738,PM10,86,441,178
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","14-02-2026 12:00:00",28.636429,77.201067,PM2.5,27,305,171
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","14-02-2026 12:00:00",28.4706914,77.1099364,OZONE,5,112,17
India,Delhi,Delhi,"Bawana, Delhi - DPCC","14-02-2026 12:00:00",28.776200,77.051074,OZONE,3,92,9
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","14-02-2026 12:00:00",23.221714,72.654328,OZONE,3,110,18
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","14-02-2026 12:00:00",23.593150,72.372792,NO2,24,44,34
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","14-02-2026 12:00:00",22.248853,70.776774,PM2.5,58,301,136
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","14-02-2026 12:00:00",22.248853,70.776774,PM10,77,260,136
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","14-02-2026 12:00:00",22.248853,70.776774,NH3,3,5,4
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","14-02-2026 12:00:00","21.217779 ","72.834787 ",NH3,4,6,5
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","14-02-2026 12:00:00","21.217779 ","72.834787 ",CO,125,139,130
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","14-02-2026 12:00:00","21.217779 ","72.834787 ",OZONE,7,8,8
India,Gujarat,Surat,"Science Center, Surat - SMC","14-02-2026 12:00:00",21.170046,72.795405,PM2.5,175,424,312
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","14-02-2026 12:00:00",22.320153,73.216285,NO2,14,41,24
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","14-02-2026 12:00:00",20.362421,72.918013,NO2,12,27,15
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","14-02-2026 12:00:00",20.362421,72.918013,NH3,2,4,2
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","14-02-2026 12:00:00",29.140560,75.744941,PM2.5,25,85,60
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","14-02-2026 12:00:00",29.140560,75.744941,PM10,52,113,91
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","14-02-2026 12:00:00",29.140560,75.744941,NO2,26,27,26
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","14-02-2026 12:00:00",29.8006,76.4155,NO2,20,32,30
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","14-02-2026 12:00:00",29.695300,77.002700,NH3,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","14-02-2026 12:00:00",29.695300,77.002700,SO2,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","14-02-2026 12:00:00",29.695300,77.002700,CO,30,41,33
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","14-02-2026 12:00:00",29.695300,77.002700,OZONE,31,31,31
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","14-02-2026 12:00:00",29.966942,76.875879,CO,12,44,31
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","14-02-2026 12:00:00",29.966942,76.875879,OZONE,8,59,20
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","14-02-2026 12:00:00",28.699793,77.165453,NH3,10,13,12
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","14-02-2026 12:00:00",23.107969,72.574648,NO2,NA,NA,NA
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","14-02-2026 12:00:00",23.107969,72.574648,CO,NA,NA,NA
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","14-02-2026 12:00:00",22.977134,72.553024,PM2.5,75,421,200
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","14-02-2026 12:00:00",22.977134,72.553024,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","14-02-2026 12:00:00",22.977134,72.553024,NH3,6,67,20
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","14-02-2026 12:00:00",23.020509,72.579261,NO2,39,194,93
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","14-02-2026 12:00:00",28.593883,76.270653,PM2.5,48,146,125
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","14-02-2026 12:00:00",28.206800,76.799700,PM2.5,47,327,202
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","14-02-2026 12:00:00",28.39072,77.30059,NO2,23,27,25
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","14-02-2026 12:00:00",28.376058,77.315741,PM10,73,358,172
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","14-02-2026 12:00:00",28.376058,77.315741,NO2,29,32,31
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","14-02-2026 12:00:00",29.503664,75.467934,PM2.5,17,50,33
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","14-02-2026 12:00:00",29.503664,75.467934,PM10,25,75,49
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","14-02-2026 12:00:00",28.4227,77.0667,NH3,9,14,12
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","14-02-2026 12:00:00",28.4275,77.1465,PM2.5,177,500,317
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","14-02-2026 12:00:00",28.4275,77.1465,SO2,8,22,15
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","14-02-2026 12:00:00",28.4501238,77.0263051,CO,64,114,98
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","14-02-2026 12:00:00",23.016834,72.625775,NO2,20,144,67
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","14-02-2026 12:00:00",23.016834,72.625775,CO,24,66,28
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","14-02-2026 12:00:00",23.023389,72.515201,PM10,108,192,138
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","14-02-2026 12:00:00",23.023389,72.515201,NH3,7,16,10
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","14-02-2026 12:00:00",23.076793,72.627874,NH3,2,26,10
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","14-02-2026 12:00:00",21.613267,73.010555,CO,44,110,79
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","14-02-2026 12:00:00",30.379589,76.778328,PM2.5,81,147,109
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","14-02-2026 12:00:00",30.379589,76.778328,OZONE,14,16,15
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","14-02-2026 12:00:00",28.6701,76.9254,SO2,7,7,7
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","14-02-2026 12:00:00",28.3419248,77.319699,SO2,3,8,5
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","14-02-2026 12:00:00",28.806223,76.141105,NO2,1,35,31
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","14-02-2026 12:00:00",21.755417,72.139056,CO,119,141,122
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","14-02-2026 12:00:00",23.221714,72.654328,NH3,2,5,4
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","14-02-2026 12:00:00",13.029152,77.585901,PM10,36,92,64
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","14-02-2026 12:00:00",13.029152,77.585901,NH3,1,2,1
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","14-02-2026 12:00:00",12.938539,77.590100,SO2,9,25,15
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","14-02-2026 12:00:00",12.920984,77.584908,NH3,1,2,2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","14-02-2026 12:00:00",12.920984,77.584908,OZONE,6,55,38
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","14-02-2026 12:00:00",12.7816279,77.6299145,NO2,18,25,23
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","14-02-2026 12:00:00",13.003872,77.664217,PM2.5,57,59,58
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","14-02-2026 12:00:00",13.003872,77.664217,NO2,31,33,32
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","14-02-2026 12:00:00",13.003872,77.664217,CO,42,50,45
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","14-02-2026 12:00:00",12.921418,77.502466,PM2.5,26,472,102
